Number,Name,Type,LastEruptionYear,Country,Region,EvidenceCategory,MajorRocks,MinorRocks,PopulationClose
358070,"Burney, Monte",Stratovolcano,1910,Chile,Southern Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
221260,Butajiri-Silti Field,Fissure vent(s),Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,431631
264001,Buyan-Bratan,Caldera,Unknown,Indonesia,Lesser Sunda Islands,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,333333
315001,Buzzard Creek,Tuff ring(s),-1050,United States,Alaska (eastern),Eruption Dated,Basalt / Picro-Basalt,,0
272050,Cabalían,Stratovolcano,1820,Philippines,Central Philippines,Eruption Dated,Andesite / Basaltic Andesite,,88767
357112,Caburgua-Huelemolle,Pyroclastic cone(s),-5050,Chile,Central Chile and Argentina,Eruption Dated,Basalt / Picro-Basalt,,5951
273090,Cagua,Stratovolcano,1860,Philippines,Luzon,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,1137
355104,Caichinque,Stratovolcano(es),Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite	Dacite,,8
357042,Calabozos,Caldera,Unknown,Chile,Central Chile and Argentina,Evidence Credible,Dacite	Andesite / Basaltic Andesite,,550
210040,Calatrava Volcanic Field,Pyroclastic cone(s),-3600,Spain,Western Europe,Eruption Dated,Basalt / Picro-Basalt	Foidite	Trachybasalt / Tephrite Basanite,,197199
358020,Calbuco,Stratovolcano,2015,Chile,Southern Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite,,871
357091,Callaqui,Stratovolcano,1980,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite,294
224010,Cameroon,Stratovolcano,2000,Cameroon,Africa (western),Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite	Foidite,26053
271080,Camiguin,Stratovolcano(es),1953,Philippines,Mindanao,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt	Rhyolite,51587
274010,Camiguin de Babuyanes,Stratovolcano,1857,Philippines,North of Luzon,Eruption Observed,Andesite / Basaltic Andesite,,1066
211010,Campi Flegrei,Caldera,1538,Italy,Italy,Eruption Observed,Trachyte / Trachydacite	Phonolite	Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,2234109
211070,Campi Flegrei del Mar di Sicilia,Submarine,1867,Italy,Italy,Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,230578
390100,Candlemas Island,Stratovolcano,1911,United Kingdom,Antarctica and South Sandwich Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,0
311230,Carlisle,Stratovolcano,1828,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite,,0
357140,Carran-Los Venados,Pyroclastic cone(s),1979,Chile,Central Chile and Argentina,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,4840
327110,Carrizozo,Pyroclastic cone(s),-3250,United States,USA (New Mexico),Eruption Dated,Basalt / Picro-Basalt,,11
354060,"Casiri, Nevados",Stratovolcano(es),Unknown,Peru,Peru,Evidence Credible,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,,922
358055,Cay,Stratovolcano,Unknown,Chile,Southern Chile and Argentina,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,10
352006,Cayambe,Compound,1786,Ecuador,Ecuador,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Rhyolite,1148
320811,Cayley Volcanic Field,Volcanic field,Unknown,Canada,Canada,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
358012,Cayutue-La Vigueria,Pyroclastic cone(s),-190,Chile,Southern Chile and Argentina,Eruption Dated,Basalt / Picro-Basalt,,1737
341030,Ceboruco,Stratovolcano,1875,Mexico,Mexico,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Rhyolite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,30319
275060,"Cendres, Ile des",Submarine,1923,Vietnam,Southeast Asia,Eruption Observed,Basalt / Picro-Basalt,,0
250030,Central Bismarck Sea,Submarine,1972,Papua New Guinea,Admiralty Islands,Eruption Dated,No Data (checked),,0
222010,Central Island,Tuff cone(s),Unknown,Kenya,Africa (eastern),Evidence Credible,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,28
263170,Cereme,Stratovolcano,1951,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite,,67377
352022,Chacana,Caldera,1773,Ecuador,Ecuador,Eruption Observed,Rhyolite	Dacite	Andesite / Basaltic Andesite,,81716
290030,Chachadake [Tiatia],Stratovolcano,1981,Japan - administered by Russia,Kuril Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,223
354007,"Chachani, Nevado",Stratovolcano,Unknown,Peru,Peru,Evidence Uncertain,Andesite / Basaltic Andesite	Dacite	Rhyolite,,1182
352002,Chachimbiro,Stratovolcano,-3740,Ecuador,Ecuador,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,5299
311200,Chagulak,Stratovolcano,Unknown,United States,Aleutian Islands,Evidence Credible,Andesite / Basaltic Andesite,,0
210020,Chaine des Puys,Lava dome(s),-4040,France,Western Europe,Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,323392
358041,Chaiten,Caldera,2011,Chile,Southern Chile and Argentina,Eruption Observed,Rhyolite,,8968
305060,Changbaishan,Stratovolcano,1903,China-North Korea,China (eastern),Eruption Observed,Trachyte / Trachydacite	Rhyolite	Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,1833
300460,Cherny,Stratovolcano,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
300273,Cherpuk Group,Pyroclastic cone(s),-4550,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite,,0
341080,Chichinautzin,Volcanic field,400,Mexico,Mexico,Eruption Dated,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Dacite,Trachybasalt / Tephrite Basanite,584725
341120,"Chichon, El",Lava dome(s),1982,Mexico,Mexico,Eruption Observed,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite	Andesite / Basaltic Andesite,11000
312110,Chiginagak,Stratovolcano,1998,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,0
290360,Chikurachki,Stratovolcano(es),2016,Russia,Kuril Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,65
351110,Chiles-Cerro Negro,Stratovolcano,1936,Colombia-Ecuador,Colombia,Evidence Uncertain,Dacite	Andesite / Basaltic Andesite,,4573
355098,Chiliques,Stratovolcano,Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite,,2
357070,"Chillan, Nevados de",Stratovolcano,2019,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Rhyolite,,371
352071,Chimborazo,Stratovolcano,550,Ecuador,Ecuador,Eruption Dated,Andesite / Basaltic Andesite	Dacite,Rhyolite,7561
343090,Chinameca,Stratovolcano,Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,Andesite / Basaltic Andesite,,89206
342170,Chingo,Stratovolcano,Unknown,Guatemala-El Salvador,Guatemala,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,330595
342200,Chiquimula Volcanic Field,Pyroclastic cone(s),Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,240892
221300,Chiracha,Stratovolcano,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Uncertain,Rhyolite	Basalt / Picro-Basalt,,62234
290260,Chirinkotan,Stratovolcano,2017,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
290090,Chirippusan [Chirip],Stratovolcano(es),1860,Japan - administered by Russia,Kuril Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,372
290150,Chirpoi,Caldera,2016,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,1
283220,Chokaisan,Stratovolcano(es),1974,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,707
306020,Ch'uga-ryong,Shield,Unknown,North Korea-South Korea,Korea,Evidence Uncertain,Basalt / Picro-Basalt,,23030
315030,Churchill,Stratovolcano,847,United States,Alaska (eastern),Eruption Dated,Dacite,,0
222130,Chyulu Hills,Volcanic field,1855,Kenya,Africa (eastern),Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Foidite,,14889
344132,"Ciguatepe, Cerro el",Stratovolcano,Unknown,Nicaragua,Nicaragua,Evidence Uncertain,Basalt / Picro-Basalt,,3187
322150,Cinnamon Butte,Pyroclastic cone(s),Unknown,United States,USA (Oregon),Evidence Uncertain,Basalt / Picro-Basalt,,113
343051,"Cinotepeque, Cerro",Volcanic field,Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,No Data (checked),,60668
323100,Clear Lake,Volcanic field,Unknown,United States,USA (California),Evidence Credible,Dacite	Andesite / Basaltic Andesite	Rhyolite,,52801
331030,Cleft Segment,Submarine,1986,Undersea Features,Pacific Ocean (northern),Eruption Observed,Basalt / Picro-Basalt,,0
311240,Cleveland,Stratovolcano,2019,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
343041,Coatepeque Caldera,Caldera,Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,Rhyolite	Dacite	Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,616730
331020,CoAxial Segment,Submarine,1993,Undersea Features,Pacific Ocean (northern),Eruption Observed,Basalt / Picro-Basalt,,0
331011,Cobb Segment,Submarine,-1180,Canada,Pacific Ocean (northern),Eruption Dated,Basalt / Picro-Basalt,,0
234050,"Cochons, Ile aux",Stratovolcano,Unknown,France,Indian Ocean (southern),Evidence Credible,Basalt / Picro-Basalt,,0
341096,Cofre de Perote,Shield(s),1150,Mexico,Mexico,Eruption Dated,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,18638
355095,Colachi,Stratovolcano,Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite	Dacite	Rhyolite,,3
255053,Coleman Seamount,Submarine,Unknown,Solomon Islands,Bougainville and Solomon Islands,Evidence Credible,No Data (checked),,0
341040,Colima,Stratovolcano(es),2019,Mexico,Mexico,Eruption Observed,Andesite / Basaltic Andesite,Dacite	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,746
211004,Colli Albani,Caldera,Unknown,Italy,Italy,Evidence Uncertain,Foidite	Phono-tephrite /  Tephri-phonolite,Trachybasalt / Tephrite Basanite,897039
266010,Colo,Stratovolcano,1983,Indonesia,Sulawesi,Eruption Observed,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,2025
341012,Comondu-La Purisima,Volcanic field,Unknown,Mexico,Mexico,Evidence Uncertain,Trachyandesite / Basaltic Trachyandesite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,1033
344120,Concepcion,Stratovolcano,2011,Nicaragua,Nicaragua,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite,28900
355190,"Condor, El",Stratovolcano,Unknown,Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,No Data (checked),,0
357090,Copahue,Stratovolcano,2019,Chile-Argentina,Central Chile and Argentina,Eruption Observed,Trachybasalt / Tephrite Basanite	Andesite / Basaltic Andesite	Trachyte / Trachydacite,,555
221290,Corbetti Caldera,Caldera,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite	Basalt / Picro-Basalt,,565206
358050,Corcovado,Stratovolcano,-4920,Chile,Southern Chile and Argentina,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,67
355101,Cordon de Puntas Negras,Stratovolcano(es),Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
355121,Cordon del Azufre,Complex,Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite	Dacite,,2
354003,Coropuna,Stratovolcano,Unknown,Peru,Peru,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,502
382002,Corvo,Stratovolcano,Unknown,Portugal,Azores,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,516
344010,Cosiguina,Stratovolcano,1859,Nicaragua,Nicaragua,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,4114
352050,Cotopaxi,Stratovolcano,2016,Ecuador,Ecuador,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Rhyolite,,7299
358025,Crater Basalt Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,Southern Chile and Argentina,Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,448
322160,Crater Lake,Caldera,-2850,United States,USA (Oregon),Eruption Dated,Dacite	Andesite / Basaltic Andesite,Basalt / Picro-Basalt,52
324020,Craters of the Moon,Pyroclastic cone(s),-130,United States,USA (Idaho),Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,15
320110,Crow Lagoon,Pyroclastic cone,Unknown,Canada,Canada,Evidence Credible,Basalt / Picro-Basalt,,0
352003,Cuicocha,Caldera,650,Ecuador,Ecuador,Eruption Dated,Dacite,,178815
342111,Cuilapa-Barbarena,Volcanic field,Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,119602
351100,Cumbal,Stratovolcano,1926,Colombia,Colombia,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,10206
341098,"Cumbres,  Las",Stratovolcano,-3920,Mexico,Mexico,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Rhyolite,,1923
243102,Curacoa,Submarine,1979,Tonga,Tonga Islands,Eruption Observed,Dacite,,0
221113,Dabbahu,Stratovolcano,2005,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,Basalt / Picro-Basalt	Rhyolite	Trachyandesite / Basaltic Trachyandesite,,1150
221114,Dabbayra,Shield,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt	Rhyolite,,3324
252040,Dakataua,Caldera,1895,Papua New Guinea,New Britain,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,1147
221041,Dallol,Explosion crater(s),2011,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,No Data (checked),,670
221141,Dama Ali,Shield,1631,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,Basalt / Picro-Basalt	Trachyte / Trachydacite	Rhyolite,,1944
232010,Damavand,Stratovolcano,-5350,Iran,Middle East (western),Eruption Dated,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt	Trachyte / Trachydacite,2295
312050,Dana,Stratovolcano,-1890,United States,Alaska Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,0
214080,Dar-Alages,Volcanic field(s),-2000,Armenia,Western Asia,Eruption Dated,Andesite / Basaltic Andesite,,31477
303040,Dariganga Volcanic Field,Pyroclastic cone(s),Unknown,Mongolia,Mongolia,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Foidite,,18247
353030,Darwin,Shield,1813,Ecuador,Galapagos Islands,Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,190
311040,Davidof,Stratovolcano,Unknown,United States,Aleutian Islands,Evidence Uncertain,No Data (checked),,0
322100,Davis Lake,Volcanic field,-2790,United States,USA (Oregon),Eruption Dated,Andesite / Basaltic Andesite,,1440
253060,Dawson Strait Group,Volcanic field,1350,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Eruption Dated,Rhyolite	Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,,5388
390030,Deception Island,Caldera,1970,Antarctica,Antarctica and South Sandwich Islands,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,Dacite,0
261230,Dempo,Stratovolcano(es),2017,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite,,9613
312210,Denison,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Uncertain,Andesite / Basaltic Andesite	Dacite,,0
357050,Descabezado Grande,Stratovolcano(es),1933,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,142
322120,Devils Garden,Volcanic field,Unknown,United States,USA (Oregon),Evidence Uncertain,Basalt / Picro-Basalt,,51
231120,"Dhamar, Harras of",Volcanic field,1937,Yemen,Middle East (southern),Eruption Observed,Basalt / Picro-Basalt	Rhyolite,,791276
360080,"Diables, Morne aux",Lava dome(s),Unknown,Dominica,West Indies,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,12036
360090,"Diablotins, Morne",Stratovolcano,Unknown,Dominica,West Indies,Evidence Uncertain,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,9775
322170,Diamond Craters,Volcanic field,-5610,United States,USA (Oregon),Eruption Dated,Basalt / Picro-Basalt,,66
274020,Didicas,Compound,1978,Philippines,North of Luzon,Eruption Observed,Andesite / Basaltic Andesite,,0
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,1092929
300022,Diky Greben,Lava dome(s),350,Russia,Kamchatka Peninsula,Eruption Dated,Dacite	Andesite / Basaltic Andesite	Rhyolite,,56
221180,Dofan,Shield,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite,,12452
357067,Domuyo,Stratovolcano,Unknown,Argentina,Central Chile and Argentina,Evidence Uncertain,Dacite,,34
382070,Don Joao de Castro Bank,Submarine,1720,Portugal,Azores,Eruption Observed,Basalt / Picro-Basalt,,0
351070,Dona Juana,Stratovolcano,1906,Colombia,Colombia,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,5372
328010,Dotsero,Maar,-2200,United States,USA (Colorado),Eruption Dated,Basalt / Picro-Basalt,,4821
312270,Douglas,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Credible,Andesite / Basaltic Andesite,,0
221100,Dubbi,Stratovolcano,1861,Eritrea,Africa (northeastern) and Red Sea,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite	Rhyolite,0
243111,Dugong,Submarine,Unknown,Tonga,Tonga Islands,Evidence Uncertain,,,0
268010,Dukono,Complex,2019,Indonesia,Halmahera,Eruption Observed,Andesite / Basaltic Andesite	Trachyte / Trachydacite	Basalt / Picro-Basalt,,3348
315050,Duncan Canal,Volcanic field,Unknown,United States,Alaska (eastern),Evidence Credible,Basalt / Picro-Basalt,,0
341022,Durango Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,Mexico,Evidence Credible,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,571282
312011,Dutton,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,445
300110,Dzenzursky,Compound,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
221311,East Chamo Basin,Pyroclastic cone(s),Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,78416
377020,East Gakkel Ridge at 85°E,Submarine,1999,Undersea Features,Arctic Ocean,Evidence Credible,No Data (checked),,0
221252,East Zway,Fissure vent(s),Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,85845
356011,Easter Island,Shield(s),Unknown,Chile,Pacific Ocean (Chilean Islands),Evidence Credible,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,4029
258001,Eastern Gemini Seamount,Submarine,1996,France,Pacific Ocean (southwestern),Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
